#	schema=1	kind	word	ukPhonic	usPhonic	value
row	pron	de	de	de	[de] 从；的<介>	
row	pron	que	ke	ke	[ke] （关系代词/连接词）<连>	
row	pron	no	no	no	[no] 不，不是<副>	
row	pron	la	la	la	[la] 定冠词（阴性单数）<限定>	
row	pron	ser	/ˈseɾ/	/ˈseɾ/	[ˈseɾ] 是<名>	
row	pron	en	/en/	/en/	[en] 在<介>	
row	pron	un	un	un	[un] 一个（阳性）<限定>	
row	pron	por	por	por	[por] 通过；因为；为<介>	
row	pron	qué	/ˈke/	/ˈke/	[ˈke] 什么<副>	
row	pron	me	me	me	[me] 我（宾格）<代>	
row	pron	una	una	una	[una] 一个（阴性）<限定>	
row	pron	se	se	se	[se] 自己<代>	
row	pron	te	te	te	[te] 你（宾格）<代>	
row	pron	con	/kon/	/kon/	[kon] 与<介>	
row	pron	para	para	para	[para] 为了；给<介>	
row	pron	estar	/esˈtaɾ/	/esˈtaɾ/	[esˈtaɾ] 是<动>	
row	pron	mi	mi	mi	[mi] 我的<限定>	
row	pron	pero	pero	pero	[pero] 但是<连>	
row	pron	sí	/ˈsi/	/ˈsi/	[ˈsi] 是的<名>	
row	pron	si	si	si	[si] 如果；是否<连>	
row	pron	bien	bjen	bjen	[bjen] 好；很<副>	
row	pron	eso	eso	eso	[eso] 那个<代>	
row	pron	su	su	su	[su] 他/她/它的<限定>	
row	pron	ellas	/ˈeʝas/	/ˈeʝas/	[ˈeʝas] 他们<代>	
row	pron	yo	ʒo	ʒo	[ʒo] 我<代>	
row	pron	como	komo	komo	[komo] 怎样；作为<副>	
row	pron	aquí	/aˈki/	/aˈki/	[aˈki] 这里<副>	
row	pron	tu	tu	tu	[tu] 你的<限定>	
row	pron	más	/ˈmas/	/ˈmas/	[ˈmas] 更多<副>	
row	pron	le	le	le	[le] 他/她/您（与格）<代>	
row	pron	éste	/ˈeste/	/ˈeste/	[ˈeste] 这个<代>	
row	pron	todo	todo	todo	[todo] 所有；全部<限定>	
row	pron	ya	ja	ja	[ja] 已经；现在<副>	
row	pron	ahora	aora	aora	[aora] 现在<副>	
row	pron	muy	muj	muj	[muj] 非常<副>	
row	pron	ha			哈<名>	
row	pron	esta	esta	esta	[esta] 这个（阴性）<限定>	
row	pron	así	/aˈsi/	/aˈsi/	[aˈsi] 所以<副>	
row	pron	vamos	/ˈbamos/	/ˈbamos/	[ˈbamos] 我们走吧<叹>	
row	pron	algo	algo	algo	[algo] 某事；某物<代>	
row	pron	hay	aj	aj	[aj] 有（存在）<动>	
row	pron	bueno	/ˈbweno/	/ˈbweno/	[ˈbweno] 好<形>	
row	pron	tener	/teˈneɾ/	/teˈneɾ/	[teˈneɾ] 有<动>	
row	pron	él	/ˈel/	/ˈel/	[ˈel] 他<代>	
row	pron	cuando	kwando	kwando	[kwando] 什么时候<副>	
row	pron	sé	/ˈse/	/ˈse/	[ˈse] 我知道<叹>	
row	pron	tú	/ˈtu/	/ˈtu/	[ˈtu] 你<代>	
row	pron	nosotros	/noˈsotɾos/	/noˈsotɾos/	[noˈsotɾos] 我们<代>	
row	pron	nada	nada	nada	[nada] 什么也没有<代>	
row	pron	cómo	/ˈkomo/	/ˈkomo/	[ˈkomo] 如何<名>	
row	pron	este	este	este	[este] 这个<限定>	
row	pron	he	/ˈe/	/ˈe/	[ˈe] 我有<名>	
row	pron	poder	/poˈdeɾ/	/poˈdeɾ/	[poˈdeɾ] 电源<名>	
row	pron	ella	/ˈeʝa/	/ˈeʝa/	[ˈeʝa] 她<代>	
row	pron	querer	/keˈɾeɾ/	/keˈɾeɾ/	[keˈɾeɾ] 想要<名>	
row	pron	hacer	/aˈθeɾ/	/aˈθeɾ/	[aˈθeɾ] 做<名>	
row	pron	ir	/ˈiɾ/	/ˈiɾ/	[ˈiɾ] 去<动>	
row	pron	gracias	grasjas	grasjas	[grasjas] 谢谢<叹>	
row	pron	vez	/ˈbeθ/	/ˈbeθ/	[ˈbeθ] 时间<名>	
row	pron	era	/ˈeɾa/	/ˈeɾa/	[ˈeɾa] 是<名>	
row	pron	sólo	/ˈsolo/	/ˈsolo/	[ˈsolo] 仅<副>	
row	pron	porque	/ˈpoɾke/	/ˈpoɾke/	[ˈpoɾke] 因为<连>	
row	pron	son	/ˈson/	/ˈson/	[ˈson] 是<名>	
row	pron	crear	/kɾeˈaɾ/	/kɾeˈaɾ/	[kɾeˈaɾ] 创造<动>	
row	pron	sabes	/ˈsabes/	/ˈsabes/	[ˈsabes] 你知道<叹>	
row	pron	puede	/ˈpwede/	/ˈpwede/	[ˈpwede] 可以<叹>	
row	pron	ese	/ˈese/	/ˈese/	[ˈese] 那个<名>	
row	pron	usted	/usˈted/	/usˈted/	[usˈted] 你<代>	
row	pron	entonces	/enˈtonθes/	/enˈtonθes/	[enˈtonθes] 然后<副>	
row	pron	hola	ola	ola	[ola] 你好<叹>	
row	pron	solo	/ˈsolo/	/ˈsolo/	[ˈsolo] 独自一人<形>	
row	pron	verdad	/beɾˈda/	/beɾˈda/	[beɾˈda] 真实<名>	
row	pron	casa	/ˈkasa/	/ˈkasa/	[ˈkasa] 房子<名>	
row	pron	tan	/tan/	/tan/	[tan] 所以<副>	
row	pron	quién	/ˈkjen/	/ˈkjen/	[ˈkjen] 谁<代>	
row	pron	sus	/sus/	/sus/	[sus] 他们的<形>	
row	pron	tiempo	/ˈtjempo/	/ˈtjempo/	[ˈtjempo] 时间<名>	
row	pron	dos	/ˈdos/	/ˈdos/	[ˈdos] 两个<名>	
row	pron	esa	/ˈesa/	/ˈesa/	[ˈesa] 那个<代>	
row	pron	nunca	/ˈnunka/	/ˈnunka/	[ˈnunka] 从不<副>	
row	pron	dónde	/ˈdonde/	/ˈdonde/	[ˈdonde] 哪里<名>	
row	pron	va	/ˈba/	/ˈba/	[ˈba] 去<叹>	
row	pron	oh	/ˈo/	/ˈo/	[ˈo] 哦<叹>	
row	pron	favor	/faˈboɾ/	/faˈboɾ/	[faˈboɾ] 请<名>	
row	pron	mucho	/ˈmut͡ʃo/	/ˈmut͡ʃo/	[ˈmut͡ʃo] 很多<副>	
row	pron	mí	/ˈmi/	/ˈmi/	[ˈmi] 我<代>	
row	pron	sentar	/senˈtaɾ/	/senˈtaɾ/	[senˈtaɾ] 坐<动>	
row	pron	señor	/seˈɲoɾ/	/seˈɲoɾ/	[seˈɲoɾ] 先生<名>	
row	pron	mejor	/meˈxoɾ/	/meˈxoɾ/	[meˈxoɾ] 更好<形>	
row	pron	hace	/ˈaθe/	/ˈaθe/	[ˈaθe] 前<介>	
row	pron	haber	/aˈbeɾ/	/aˈbeɾ/	[aˈbeɾ] 有<名>	
row	pron	decir	/deˈθiɾ/	/deˈθiɾ/	[deˈθiɾ] 说<名>	
row	pron	también	/tamˈbjen/	/tamˈbjen/	[tamˈbjen] 还有<副>	
row	pron	sobre	/ˈsobɾe/	/ˈsobɾe/	[ˈsobɾe] 关于<名>	
row	pron	dios	/ˈdjos/	/ˈdjos/	[ˈdjos] 上帝<名>	
row	pron	sin	/ˈsin/	/ˈsin/	[ˈsin] 没有<介>	
row	pron	ver	/ˈbeɾ/	/ˈbeɾ/	[ˈbeɾ] 看到<动>	
row	pron	hombre	/ˈombɾe/	/ˈombɾe/	[ˈombɾe] 男人<名>	
row	pron	vida	/ˈbida/	/ˈbida/	[ˈbida] 生活<名>	
row	pron	alguien	/ˈalɡjen/	/ˈalɡjen/	[ˈalɡjen] 某人<代>	
row	pron	cosa	/ˈkosa/	/ˈkosa/	[ˈkosa] 东西<名>	
row	pron	siempre	/ˈsjempɾe/	/ˈsjempɾe/	[ˈsjempɾe] 总是<副>	
row	pron	hasta	/ˈasta/	/ˈasta/	[ˈasta] 直到<副>	
row	pron	ahí	/aˈi/	/aˈi/	[aˈi] 那里<副>	
row	pron	año	/ˈaɲo/	/ˈaɲo/	[ˈaɲo] 年<名>	
row	pron	antes	/ˈantes/	/ˈantes/	[ˈantes] 之前<副>	
row	pron	ni	/ˈni/	/ˈni/	[ˈni] 也不<名>	
row	pron	poco	/ˈpoko/	/ˈpoko/	[ˈpoko] 很少<名>	
row	pron	día	/ˈdia/	/ˈdia/	[ˈdia] 日<名>	
row	pron	uno	/ˈuno/	/ˈuno/	[ˈuno] 一<代>	
row	pron	noche	/ˈnot͡ʃe/	/ˈnot͡ʃe/	[ˈnot͡ʃe] 晚上<名>	
row	pron	hecho	/ˈet͡ʃo/	/ˈet͡ʃo/	[ˈet͡ʃo] 事实<名>	
row	pron	otro	/ˈotɾo/	/ˈotɾo/	[ˈotɾo] 另一个<代>	
row	pron	acuerdo	/aˈkweɾdo/	/aˈkweɾdo/	[aˈkweɾdo] 协议<名>	
row	pron	trabajo	/tɾaˈbaxo/	/tɾaˈbaxo/	[tɾaˈbaxo] 工作<名>	
row	pron	parecer	/paɾeˈθeɾ/	/paɾeˈθeɾ/	[paɾeˈθeɾ] 似乎<名>	
row	pron	gente	/ˈxente/	/ˈxente/	[ˈxente] 人<名>	
row	pron	padre	/ˈpadɾe/	/ˈpadɾe/	[ˈpadɾe] 父亲<名>	
row	pron	mira	/ˈmiɾa/	/ˈmiɾa/	[ˈmiɾa] 看看<名>	
row	pron	mismo	/ˈmismo/	/ˈmismo/	[ˈmismo] 一样<形>	
row	pron	nadie	/ˈnadje/	/ˈnadje/	[ˈnadje] 没有人<名>	
row	pron	hablar	/aˈblaɾ/	/aˈblaɾ/	[aˈblaɾ] 谈话<动>	
row	pron	sr.			先生。<名>	
row	pron	tal	/ˈtal/	/ˈtal/	[ˈtal] 这样的<形>	
row	pron	pasa	/ˈpasa/	/ˈpasa/	[ˈpasa] 通过<名>	
row	pron	fuera	/ˈfweɾa/	/ˈfweɾa/	[ˈfweɾa] 出<副>	
row	pron	después	/desˈpwes/	/desˈpwes/	[desˈpwes] 之后<副>	
row	pron	desde	/ˈdesde/	/ˈdesde/	[ˈdesde] 自从<介>	
row	pron	dinero	/diˈneɾo/	/diˈneɾo/	[diˈneɾo] 钱<名>	
row	pron	mundo	/ˈmundo/	/ˈmundo/	[ˈmundo] 世界<名>	
row	pron	claro	/ˈklaɾo/	/ˈklaɾo/	[ˈklaɾo] 清晰<名>	
row	pron	momento	/moˈmento/	/moˈmento/	[moˈmento] 时刻<名>	
row	pron	estado	/esˈtado/	/esˈtado/	[esˈtado] 状态<名>	
row	pron	mañana	/maˈɲana/	/maˈɲana/	[maˈɲana] 明天<名>	
row	pron	madre	/ˈmadɾe/	/ˈmadɾe/	[ˈmadɾe] 妈妈<名>	
row	pron	vale	/ˈbale/	/ˈbale/	[ˈbale] 好的<名>	
row	pron	lugar	/luˈɡaɾ/	/luˈɡaɾ/	[luˈɡaɾ] 地方<名>	
row	pron	donde	/ˈdonde/	/ˈdonde/	[ˈdonde] 哪里<副>	
row	pron	seguro	/seˈɡuɾo/	/seˈɡuɾo/	[seˈɡuɾo] 当然<名>	
row	pron	saber	/saˈbeɾ/	/saˈbeɾ/	[saˈbeɾ] 知道<名>	
row	pron	podar	/poˈdaɾ/	/poˈdaɾ/	[poˈdaɾ] 修剪<动>	
row	pron	espera	/esˈpeɾa/	/esˈpeɾa/	[esˈpeɾa] 等待<名>	
row	pron	nuevo	/ˈnwebo/	/ˈnwebo/	[ˈnwebo] 新的<形>	
row	pron	hijo	/ˈixo/	/ˈixo/	[ˈixo] 儿子<名>	
row	pron	allí	/aˈʝi/	/aˈʝi/	[aˈʝi] 那里<副>	
row	pron	menos	/ˈmenos/	/ˈmenos/	[ˈmenos] 少<名>	
row	pron	tipo	/ˈtipo/	/ˈtipo/	[ˈtipo] 类型<名>	
row	pron	amigo	/aˈmiɡo/	/aˈmiɡo/	[aˈmiɡo] 朋友<名>	
row	pron	gran	/ˈɡɾan/	/ˈɡɾan/	[ˈɡɾan] 太棒了<形>	
row	pron	nuestro	/ˈnwestɾo/	/ˈnwestɾo/	[ˈnwestɾo] 我们的<代>	
row	pron	mujer	/muˈxeɾ/	/muˈxeɾ/	[muˈxeɾ] 女人<名>	
row	pron	mamá	/maˈma/	/maˈma/	[maˈma] 妈妈<名>	
row	pron	luego	/ˈlweɡo/	/ˈlweɡo/	[ˈlweɡo] 然后<副>	
